Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Report,Video,playerId
"Sergio Alcantara","DET","SS","AA",0,17,"","40",2019,"Med","23.3","5' 9""","170","S","R","2012 J2 (ARI)","Dominican Republic","It's easy to fall in love with Alcantara after just watching him take infield. Not only is he coordinated and acrobatic, but his throws to first sizzle through the air, even with just a flick of his wrist. He has one of the best infield arms in the minors and should be an above-average defender at maturity. At the plate, he lacks even a modicum of strength and has near bottom-of-the-scale power from both sides of the plate. He's a competent slash and dash hitter, but that's becoming less common, even at shortstop. Tigers fans who visit this site are likely acquainted with Jose Iglesias' player page. Iglesias was a better defender than Alcantara (and, well, just about everybody) and had better feel for contact with similar power, and is someone we'd ideally have as a 45 or 50 on prospect lists based on his' WAR production. Logically, Alcantara needs to be beneath those tiers. He could be a speedy, versatile bench infielder for a long time, though.","","sa739641"
"Jason Martin","PIT","RF","MLB",0,25,"","40",2019,"Med","24.2","5' 11""","190","L","R","2013 Draft Rnd 8 (HOU)","Orange Lutheran HS (CA)","Since a 2016 swing change increased the angle in his swing, Martin has performed at every level until reaching Triple-A in 2018. He's a tweener defensive outfielder with a collection of average tools, and he profiles in a bench/platoon role. He'll likely debut next year.","","16429"
"Kyle Funkhouser","DET","RHP","AAA",0,18,"","40",2019,"High","25.6","6' 2""","220","R","R","2016 Draft Rnd 4 (DET)","Louisville","Funkhouser was a classic Louisville recruit who wasn't touted much at a Midwestern high school, then stood out immediately on campus as an early-round pick. He didn't sign as a first rounder in 2015, then had a down season and signed as a fourth rounder in 2016. At his best, Funkhouser shows a 55 or 60 fastball and curveball along with an average changeup and command, for a No. 3 or 4 starter type profile. He did that for most of 2015, which led to being a first round pick, then was less consistent from that point forward. We think he's about as good as Spencer Turnbull, as a stuff-first righty who's close to the majors and either a depth starter, multi-inning reliever, or high leverage piece, but more a role player piece than a core starter type.","j-b1ZwTMYNY","sa827397"
"Rodolfo Castro","PIT","2B","A+",0,26,"","40",2022,"High","20.4","6' 0""","200","S","R","2015 J2 (PIT)","Dominican Republic","After a very strong 2017, Castro began 2018 as an 18-year-old in full-season ball. He didn't perform well on paper, but still has an exciting combination of defensive ability and power projection. Built like a freshman combo guard, Castro's has a good chance to add strength as he ages without compromising his ability to play second base. His hitting hands are explosive but still pretty uncoordinated, especially from the left side of the plate. That will need to be smoothed out as Castro develops, but he has some feel for lifting the ball and he's able to drop the bat head to get to pitches down and in. Likely a long-term developmental project, Castro has a shot to hit for some power and play up the middle.","","sa917362"
"Kody Clemens","DET","2B","AA",0,19,"","40",2021,"Med","23.5","6' 1""","170","L","R","2018 Draft Rnd 3 (DET)","Texas","Clemens got white-hot during the Longhorns 2018 postseason run and hit .419/.536/1.000 in the team's eight NCAA tournament games, boosting his junior-year line to .351/.444/.726 with 24 homers, which ranked second in the country. The Tigers made him the top pick on Day 2 of the 2018 draft and he finished the year with a strong month and a half at Low-A, often against pitching worse than what he faced in college. 
He has a very pretty left-handed swing and can move the bat head around the zone, but Clemens doesn't always track or diagnose pitches well. He may be a swing-and-miss risk against better pro pitching, but what he does may still be enough at second base, assuming Clemens can stay there. At best, teams think he'll be an inoffensive second baseman, with some projecting Clemens to third base or an outfield corner. One source compared him to current 50 FV prospect Shed Long. That type of outcome -- a compact body with power, some issues against breaking stuff, below average defense but at a premium position -- would be a good outcome for a third rounder.","","sa3008002"
"Max Kranick","PIT","RHP","A+",0,27,"","40",2022,"High","22.3","6' 3""","175","R","R","2016 Draft Rnd 11 (PIT)","Valley View HS (PA)","Kranick was an athletic proejction arm from the Northeast who signed for $300,000 as an 11th rounder in 2016. He barely pitched in 2017 due to a shoulder issue. He was back on an affiliated mound in May and, though his repertoire is very limited, his stuff is now better than it was in high school. He mixes in a four and two-seamer in the 91-93 range but will touch 96, and he'll show you an above-average slider. Pro scouts have him projected as a two-pitch reliever because that's really all they've seen from him, and Kranick is already 21, but let's see what else materializes as he gets more reps.","","sa919118"
"Brett Cumberland","BAL","C","AA",0,16,"","40",2019,"High","24.4","6' 0""","188","S","R","2016 Draft Rnd 2 (ATL)","Cal","As an amateur at Cal, Cumberland was seen as an fringe-to-average bat with above average power, questionable catcher defense, and arm strength that may push him to first base. The Braves drafted him in the second compensation round for an overslot bonus, using the pick they bought from Baltimore in exchange for Brian Matusz's contract. Eventually, and ironically, Atlanta traded him to Baltimore as part of the multi-player return for Kevin Gausman and Darren' O'Day's contract. Since signing, Cumberland's defense and pop times have improved, due in part to a slimmed-down physique and in part to improved throwing mechanics that make the most of his average arm strength. We think he'll be able to catch part time and also have enough of a bat to contribute at first base, DH, or as a pinch hitter. He's moved down a bit for us since last season as his strong start and improved defense early in 2018 tailed off a bit later in the season, which is somewhat common for players who are dealing with physical change during the longest full-time catching spell of their lives. Some scouts questioned Cumberland's bat control and thus his hit tool and game power in late 2018 looks, so looks early in 2019 may tell us if this was a slight regression in tools, or just temporary fatigue he can get past. The likely outcome looks like a valuable switch-hitting backup catcher whose bat you want to get in the lineup most days, which we value the same we would a low-end regular.","5G6gKGKiphs","sa915611"
"Alex Lange","DET","RHP","AA",0,20,"","40",2020,"Med","24.1","6' 3""","197","R","R","2017 Draft Rnd 1 (CHC)","LSU","Lange had a legendary college career at LSU, where he always performed despite some year-to-year fluctuations in his velocity. He carved up the SEC with just two pitches, and repertoire depth, the velo issues, and the violence in Lange's delivery all contributed to the amateur scouting world's opinion that he would be a reliever in pro ball. Lange's changeup usage increased dramatically in 2018 and the pitch improved. His curevball doesn't have big raw spin but it's still really effective and remains his best pitch. His delivery is deceptive and enables his fastball to play despite below-average velocity. It appears there's a starter's arsenal here and Lange threw plenty of strikes in 2018. If he's living off of deception, perhaps his future role will be limited to a one time through the order type of guy, but that's still more than a generic 40 FV reliever.","","sa3005280"
"Conner Uselton","PIT","RF","A",0,28,"","40",2022,"High","21.4","6' 3""","185","R","R","2017 Draft Rnd 2 (PIT)","Southmoore HS (OK)","Uselton had a rough first season in pro ball as a 20-year-old in the Appy League. His bat was raw coming out of high school, especially for a hitter who was old for his class, but he was a second round pick because he already had big power and was likely to grow into more. He remains an archtypical right field prospect. There's power, a huge frame, and arm strength. He'd be a sophomore-eligible college player in 2019 had he gone to Oklahoma State and the Pirates typically send newly drafted collegians to the New York-Penn League. That means Uselton will likely begin 2019 in extended spring training and, since he'll essentially be repeating that level until June, he needs to start hitting while he's there.","1Okr7H06QIQ","sa3004502"
"JC Encarnacion","BAL","3B","A",0,17,"","40",2021,"High","21.8","6' 3""","195","R","R","2015 J2 (ATL)","Dominican Republic","Encarnacion was a bit of an afterthought when he signed for a $10,000 bonus as a 18-year-old in 2015 and became the DSL Braves everyday shortstop. By that fall's instructional league, the Braves realized they had a prospect on their hands and acted accordingly, pushing Encarnacion to Low-A at age 20 where he put up a 118 wRC+ as an age-appropriate prospect in a full-season league, just two years after he signed for almost nothing. The change was simple: Encarnacion's projection and actions turned into tools with physical development. He now shows 60 raw power in BP, above average arm strength and bat control, and average speed. Encarnacion still has some skills that require growth, as his plate approach is too aggressive to work at the upper levels. And while he has the physical tools to play third base, he's error-prone. The raw tool package and quick-developing statistical performance are a rare combo, so Encarnacion and Cumberland headlined the Orioles' return in the Kevin Gausman trade with Atlanta last summer. It's not a stretch to say Encarnacion has the best tools of any Latin prospect in the Orioles' lower minors, but that's mostly because the Orioles have had a near non-existent international program and their three best international signees (Yusniel Diaz, Encarnacion, Jean Carmona) were all acquired last summer.","Uc8c7Vwd82E","sa921562"
